REGIONID,PORTFOLIO,STATIONNAME,DUID,FUEL,TransmissionLossFactor,CAPACITY,STARTDATE,ENDDATE
NSW1,Acciona,Gunning Wind Farm,GUNNING1,Wind,0.9521,47,2011-03-25T00:00:00,2999-12-31T00:00:00
NSW1,ACEN Australia,New England Solar Farm,NEWENSF1,Solar,0.8803,200,2022-12-20T00:00:00,2999-12-31T00:00:00
NSW1,ACEN Australia,New England Solar Farm,NEWENSF2,Solar,0.8803,200,2022-12-20T00:00:00,2999-12-31T00:00:00
NSW1,ACEN Australia,Stubbo Solar Farm,STUBSF1,Solar,0.9429,202,2024-12-17T00:00:00,2999-12-31T00:00:00
NSW1,ACEN Australia,Stubbo Solar Farm,STUBSF2,Solar,0.9429,198,2024-12-17T00:00:00,2999-12-31T00:00:00
NSW1,AGL,Bayswater,BW01,Black Coal,0.9637,735,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,AGL,Bayswater,BW02,Black Coal,0.9637,760,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,AGL,Bayswater,BW03,Black Coal,0.9632,760,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,AGL,Bayswater,BW04,Black Coal,0.9632,760,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,AGL,Broken Hill Battery Energy Storage System,BHB1,Battery,0.8999,50,2024-07-04T00:00:00,2999-12-31T00:00:00
NSW1,AGL,Broken Hill Battery Energy Storage System,BHBG1,Battery,0.8423,50,2023-11-28T00:00:00,2024-07-26T00:00:00
NSW1,AGL,Broken Hill Solar Plant,BROKENH1,Solar,0.8642,53,2015-08-25T00:00:00,2999-12-31T00:00:00
NSW1,AGL,Hunter Valley GT,HVGTS,Other,0.9641,50,1998-10-25T00:00:00,2022-03-15T00:00:00
NSW1,AGL,Liddell,LD01,Black Coal,0.9659,550,1998-10-25T00:00:00,2023-05-01T00:00:00
NSW1,AGL,Liddell,LD02,Black Coal,0.9659,550,1998-10-25T00:00:00,2023-05-01T00:00:00
NSW1,AGL,Liddell,LD03,Black Coal,0.9556,550,1998-10-25T00:00:00,2022-04-02T00:00:00
NSW1,AGL,Liddell,LD04,Black Coal,0.9659,550,1998-10-25T00:00:00,2023-05-01T00:00:00
NSW1,AGL PARF NSW,Nyngan Solar Plant,NYNGAN1,Solar,0.9793,102,2014-12-16T00:00:00,2999-12-31T00:00:00
NSW1,AGL PARF NSW,Silverton Wind Farm,STWF1,Wind,0.8627,198,2018-02-26T00:00:00,2999-12-31T00:00:00
NSW1,Akaysha,Waratah Super Battery,WTAHB1,Battery,0.9884,850,2024-09-03T00:00:00,2999-12-31T00:00:00
NSW1,AMP Energy Green,Hillston Sun Farm,HILLSTN1,Solar,0.8888,85,2021-10-05T00:00:00,2999-12-31T00:00:00
NSW1,Banpu Energy Australia,Beryl Solar Farm,BERYLSF1,Solar,0.9284,87,2019-04-11T00:00:00,2999-12-31T00:00:00
NSW1,Banpu Energy Australia,Manildra Solar Farm,MANSLR1,Solar,0.94,46,2018-04-20T00:00:00,2999-12-31T00:00:00
NSW1,BJEI Australia,Wollar Solar Farm,WOLARSF1,Solar,0.957,280,2024-12-17T00:00:00,2999-12-31T00:00:00
NSW1,Boco Rock Wind Farm,Boco Rock Wind Farm,BOCORWF1,Wind,0.9557,113,2014-08-29T00:00:00,2999-12-31T00:00:00
NSW1,Corowa Operationsco,Corowa Solar Farm,CRWASF1,Solar,0.9355,30,2021-02-09T00:00:00,2999-12-31T00:00:00
NSW1,Delta Electricity,Munmorah,MM3,Black Coal,0.9857,310,1998-10-25T00:00:00,2014-05-29T00:00:00
NSW1,Delta Electricity,Munmorah,MM4,Black Coal,0.9857,310,1998-10-25T00:00:00,2014-05-29T00:00:00
NSW1,Delta Electricity,Vales Pt,VP5,Black Coal,0.9868,680,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Delta Electricity,Vales Pt,VP6,Black Coal,0.9868,680,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Edify Energy,Darlington Point Solar Farm,DARLSF1,Solar,0.8854,275,2020-08-11T00:00:00,2999-12-31T00:00:00
NSW1,Elliott Green Power Limited,Nevertire Solar Farm,NEVERSF1,Solar,0.923,105,2019-12-02T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Darlington Point Energy Storage System,DPNTB1,Battery,0.9185,25,2024-07-18T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Darlington Point Energy Storage System,DPNTBG1,Battery,0.9048,25,2023-05-30T00:00:00,2024-08-14T00:00:00
NSW1,Energy Australia,Gullen Range Wind Farm,GULLRWF1,Wind,0.962,161,2013-11-19T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Gullen Range Wind Farm,GULLRWF2,Wind,0.962,107,2020-05-19T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Mt Piper,MP1,Black Coal,0.9727,730,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Mt Piper,MP2,Black Coal,0.9727,700,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Riverina Energy Storage System 2,RIVNB2,Battery,0.9173,65,2024-07-18T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Riverina Energy Storage System 2,RIVNBG2,Battery,0.9048,65,2023-05-23T00:00:00,2024-08-14T00:00:00
NSW1,Energy Australia,Tallawarra,TALWA1,Gas,0.9893,480,2008-06-17T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Tallawarra,TALWB1,Gas,0.9924,320,2023-10-10T00:00:00,2999-12-31T00:00:00
NSW1,Energy Australia,Wallerawang,WW7,Black Coal,0.9633,500,1998-10-25T00:00:00,2013-01-01T00:00:00
NSW1,Energy Australia,Wallerawang,WW8,Black Coal,0.9633,500,1998-10-25T00:00:00,2013-01-01T00:00:00
NSW1,Eraring Energy,Hume NSW,HUMENSW,Hydro,0.9316,70,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Eraring Energy,Northern GT,NGTS,Gas,0.9823,100,1998-10-25T00:00:00,2001-10-09T00:00:00
NSW1,Finley Solar Trust,Finley Solar Farm,FINLYSF1,Solar,0.8898,133,2019-07-30T00:00:00,2999-12-31T00:00:00
NSW1,FRV,Goonumbla Solar Farm,GOONSF1,Solar,0.8888,69,2020-05-12T00:00:00,2999-12-31T00:00:00
NSW1,FRV,Metz Solar Farm,METZSF1,Solar,0.8557,115,2022-03-29T00:00:00,2999-12-31T00:00:00
NSW1,FRV,Moree Solar Farm,MOREESF1,Solar,0.8387,56,2016-02-09T00:00:00,2999-12-31T00:00:00
NSW1,FRV,Sebastopol Solar Farm,SEBSF1,Solar,0.922,90,2021-11-02T00:00:00,2999-12-31T00:00:00
NSW1,FRV,Walla Walla Solar Farm 1,WLWLSF1,Solar,0.9298,150,2024-09-10T00:00:00,2999-12-31T00:00:00
NSW1,FRV,Walla Walla Solar Farm 2,WLWLSF2,Solar,0.9298,150,2024-09-10T00:00:00,2999-12-31T00:00:00
NSW1,Genex,Jemalong Solar Project,JEMALNG1,Solar,0.8923,50,2020-12-02T00:00:00,2999-12-31T00:00:00
NSW1,Global Power Generation,Crookwell 2 Wind Farm,CROOKWF2,Wind,0.9644,91,2018-08-01T00:00:00,2999-12-31T00:00:00
NSW1,Global Power Generation,Crookwell 3 Wind Farm,CROOKWF3,Wind,0.962,56,2024-05-21T00:00:00,2999-12-31T00:00:00
NSW1,Global Power Generation,Queanbeyan BESS,QBYNB1,Battery,0.973,10,2024-08-09T00:00:00,2999-12-31T00:00:00
NSW1,Global Power Generation,Queanbeyan BESS,QBYNBG1,Battery,0.9571,10,2022-07-05T00:00:00,2024-08-28T00:00:00
NSW1,Gunnedah SF,Gunnedah Solar Farm,GNNDHSF1,Solar,0.8437,110,2021-06-29T00:00:00,2999-12-31T00:00:00
NSW1,Iberdrola Australia Energy Markets,Avonlie Solar Farm,AVLSF1,Solar,0.8698,190,2023-03-28T00:00:00,2999-12-31T00:00:00
NSW1,Iberdrola Australia Energy Markets,Bodangora Wind Farm,BODWF1,Wind,0.9638,111,2018-07-10T00:00:00,2999-12-31T00:00:00
NSW1,Iberdrola Australia Energy Markets,Flyers Creek Wind Farm,FLYCRKWF,Wind,1.0278,140,2023-08-08T00:00:00,2999-12-31T00:00:00
NSW1,Iberdrola Australia Energy Markets,Smithfield Energy Facility,SITHE01,Gas,1.0017,125,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Iberdrola Australia Energy Markets,Woodlawn Wind Farm,WOODLWN1,Wind,0.9649,48,2011-05-03T00:00:00,2999-12-31T00:00:00
NSW1,Iberdrola Australia Wallgrove,Wallgrove BESS 1,WALGRV1,Battery,1.0018,50,2024-09-26T00:00:00,2999-12-31T00:00:00
NSW1,Iberdrola Australia Wallgrove,Wallgrove BESS 1,WALGRVG1,Battery,1.001,50,2021-10-26T00:00:00,2024-10-16T00:00:00
NSW1,Junee Operationsco,Junee Solar Farm,JUNEESF1,Solar,0.922,30,2021-05-25T00:00:00,2999-12-31T00:00:00
NSW1,Lightsource bp,Wellington North Solar Farm,WELNSF1,Solar,0.9339,330,2024-05-21T00:00:00,2999-12-31T00:00:00
NSW1,Lightsource bp,Wellington Solar Farm,WELLSF1,Solar,0.923,170,2020-11-04T00:00:00,2999-12-31T00:00:00
NSW1,Molong Operations Trust,Molong Solar Farm,MOLNGSF1,Solar,0.9573,30,2020-11-10T00:00:00,2999-12-31T00:00:00
NSW1,NEOEN,Capital Battery,CAPBES1,Battery,0.9774,100,2024-09-12T00:00:00,2999-12-31T00:00:00
NSW1,NEOEN,Capital Battery,CAPBES1G,Battery,0.9337,100,2023-07-25T00:00:00,2024-10-02T00:00:00
NSW1,NEOEN,Coleambally Solar Farm,COLEASF1,Solar,0.873,150,2018-09-03T00:00:00,2999-12-31T00:00:00
NSW1,NEOEN,Culcairn Solar Farm,CUSF1,Solar,0.9167,350,2025-06-10T00:00:00,2999-12-31T00:00:00
NSW1,NEOEN,Parkes Solar Farm,PARSF1,Solar,0.8888,50,2017-12-13T00:00:00,2999-12-31T00:00:00
NSW1,New Gullen Range Wind Farm,Gullen Range Solar Farm,GULLRSF1,Solar,0.962,10,2017-08-15T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Eraring,ER01,Black Coal,0.9846,750,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Eraring,ER02,Black Coal,0.9846,750,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Eraring,ER03,Black Coal,0.9854,750,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Eraring,ER04,Black Coal,0.9854,750,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Eraring Battery Energy Storage System,ERB01,Battery,0.9869,460,2025-03-04T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Shoalhaven,SHGEN,Hydro,0.9772,247,1998-10-25T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Uranquinty,URANQ11,Gas,0.8729,173,2008-06-17T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Uranquinty,URANQ12,Gas,0.8729,173,2008-06-17T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Uranquinty,URANQ13,Gas,0.8729,173,2008-06-17T00:00:00,2999-12-31T00:00:00
NSW1,Origin Energy,Uranquinty,URANQ14,Gas,0.8729,173,2008-06-17T00:00:00,2999-12-31T00:00:00
NSW1,Pacific Blue,Taralga Wind Farm,TARALGA1,Wind,0.9971,106,2014-12-11T00:00:00,2999-12-31T00:00:00
NSW1,Ratch-Australia Corporation,Collector Wind Farm,COLWF01,Wind,0.9628,219,2020-11-10T00:00:00,2999-12-31T00:00:00
NSW1,Red Energy,Redbank,REDBANK1,Other,0.95835,151,2001-01-18T00:00:00,2015-10-13T00:00:00
NSW1,RWE Renewables,Limondale Solar Farm 1,LIMOSF11,Solar,0.8529,220,2020-06-30T00:00:00,2999-12-31T00:00:00
NSW1,RWE Renewables,Limondale Solar Farm 2,LIMOSF21,Solar,0.8528,29,2020-01-01T00:00:00,2999-12-31T00:00:00
NSW1,Rye Park Renewable Energy,Rye Park Renewable Energy,RYEPARK1,Wind,0.9595,384,2023-08-15T00:00:00,2999-12-31T00:00:00
NSW1,Shell Energy Retail,Riverina BESS 1,RESS1,Battery,0.8781,60,2024-10-10T00:00:00,2999-12-31T00:00:00
NSW1,Shell Energy Retail,Riverina BESS 1,RESS1G,Battery,0.8702,60,2023-05-23T00:00:00,2024-11-06T00:00:00
NSW1,Snowy Hydro,Blowering,BLOWERNG,Hydro,0.9209,80,2001-06-22T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Colongra,CG1,Gas,0.9849,181,2009-05-20T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Colongra,CG2,Gas,0.9849,181,2009-05-20T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Colongra,CG3,Gas,0.9849,181,2009-05-20T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Colongra,CG4,Gas,0.9849,181,2009-05-20T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Guthega,GUTHEGA,Hydro,0.9135,80,2001-06-22T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Hunter Economic Zone,HEZ1,Diesel,0.9931,28,2021-12-20T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Hunter Power Station,HUNTER1,Gas,0.9692,375,2025-03-25T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Hunter Power Station,HUNTER2,Gas,0.9692,375,2025-03-25T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Tumut3,TUMUT3,Hydro,0.9144,1800,2001-06-22T00:00:00,2999-12-31T00:00:00
NSW1,Snowy Hydro,Upper Tumut,UPPTUMUT,Hydro,0.9408,665,2001-06-22T00:00:00,2999-12-31T00:00:00
NSW1,Spark Infrastructure,Bomen Solar Farm,BOMENSF1,Solar,0.9187,100,2020-03-17T00:00:00,2999-12-31T00:00:00
NSW1,Squadron Energy,Bango 973 Wind Farm,BANGOWF1,Wind,0.9226,155,2020-12-15T00:00:00,2999-12-31T00:00:00
NSW1,Squadron Energy,Bango 999 Wind Farm,BANGOWF2,Wind,0.9355,82,2021-05-25T00:00:00,2999-12-31T00:00:00
NSW1,Squadron Energy,Crudine Ridge Wind Farm,CRURWF1,Wind,0.9409,138,2020-11-24T00:00:00,2999-12-31T00:00:00
NSW1,Squadron Energy,Sapphire Wind Farm,SAPHWF1,Wind,0.8558,270,2017-12-07T00:00:00,2999-12-31T00:00:00
NSW1,Sunraysia Solar Project,Sunraysia Solar Farm,SUNRSF1,Solar,0.8529,200,2020-11-10T00:00:00,2999-12-31T00:00:00
NSW1,Suntop SF,Suntop Solar Farm,SUNTPSF1,Solar,0.9073,150,2021-07-27T00:00:00,2999-12-31T00:00:00
NSW1,Wagga Wagga Operationsco,Wagga North Solar Farm,WAGGNSF1,Solar,0.9183,48,2021-08-06T00:00:00,2999-12-31T00:00:00
NSW1,West Wyalong Fund,West Wyalong Solar Farm,WSTWYSF1,Solar,0.922,90,2022-09-27T00:00:00,2999-12-31T00:00:00
NSW1,White Rock Wind Farm,White Rock Solar Farm,WRSF1,Solar,0.8149,20,2018-08-21T00:00:00,2999-12-31T00:00:00
NSW1,White Rock Wind Farm,White Rock Wind Farm,WRWF1,Wind,0.8149,172,2017-07-06T00:00:00,2999-12-31T00:00:00
NSW1,Wyalong Solar Farm,Wyalong Solar Farm,WYASF1,Solar,0.922,53,2023-06-06T00:00:00,2999-12-31T00:00:00
QLD1,Acciona,Aldoga Solar Farm,ALDGASF1,Solar,0.9318,387,2025-03-17T00:00:00,2999-12-31T00:00:00
QLD1,Acciona,Macintyre Wind Farm,MCINTYR1,Wind,0.9723,890,2024-08-13T00:00:00,2999-12-31T00:00:00
QLD1,AGL PARF QLD,Coopers Gap Wind Farm,COOPGWF1,Wind,0.9691,440,2019-06-04T00:00:00,2999-12-31T00:00:00
QLD1,AGL Sales (Queensland Electricity),Wandoan BESS,WANDB1,Battery,0.9846,100,2024-07-04T00:00:00,2999-12-31T00:00:00
QLD1,AGL Sales (Queensland Electricity),Wandoan BESS,WANDBG1,Battery,0.9823,100,2021-07-06T00:00:00,2024-07-26T00:00:00
QLD1,Akaysha,Ulinda Park BESS,ULPBESS1,Battery,0.9653,155,2025-06-03T00:00:00,2999-12-31T00:00:00
QLD1,Alinta Energy,Braemar Power,BRAEMAR1,Gas,0.9667,188,2006-04-26T00:00:00,2999-12-31T00:00:00
QLD1,Alinta Energy,Braemar Power,BRAEMAR2,Gas,0.9667,188,2006-04-26T00:00:00,2999-12-31T00:00:00
QLD1,Alinta Energy,Braemar Power,BRAEMAR3,Gas,0.9667,188,2006-04-26T00:00:00,2999-12-31T00:00:00
QLD1,Arrow Energy,Braemar 2 Power,BRAEMAR5,Gas,0.9667,173,2009-03-27T00:00:00,2999-12-31T00:00:00
QLD1,Arrow Energy,Braemar 2 Power,BRAEMAR6,Gas,0.9667,173,2009-03-27T00:00:00,2999-12-31T00:00:00
QLD1,Arrow Energy,Braemar 2 Power,BRAEMAR7,Gas,0.9667,173,2009-03-27T00:00:00,2999-12-31T00:00:00
QLD1,Atmos Renewables,Childers Solar Farm,CHILDSF1,Solar,0.9772,56,2019-01-25T00:00:00,2999-12-31T00:00:00
QLD1,Atmos Renewables,Susan River Solar Farm,SRSF1,Solar,0.9772,75,2018-12-18T00:00:00,2999-12-31T00:00:00
QLD1,Braemar Power Project,Collinsville Solar PV,CSPVPS1,Solar,0.9413,40,2018-07-31T00:00:00,2999-12-31T00:00:00
QLD1,Braemar Power Project,Rugby Run Solar Farm,RUGBYR1,Solar,0.9463,65,2019-05-28T00:00:00,2999-12-31T00:00:00
QLD1,Callide Power Trading,Callide C,CPP_3,Black Coal,0.9222,466,2001-01-18T00:00:00,2999-12-31T00:00:00
QLD1,Callide Power Trading,Callide C,CPP_4,Black Coal,0.9222,466,2001-07-24T00:00:00,2999-12-31T00:00:00
QLD1,Capricorn SF No1,Middlemount Solar Farm,MIDDLSF1,Solar,0.9381,26,2020-12-08T00:00:00,2999-12-31T00:00:00
